,ID,MaritalStatus,Con,Time,AU_Val,AU_Val1,AU_Expr
0,B2002,2,1,2.45,['fake'],fake,fake
1,B2002,2,1,2.46,['fake'],fake,fake
2,B2002,2,1,2.47,['fake'],fake,fake
3,B2002,2,1,2.48,['fake'],fake,fake
4,B2002,2,1,2.49,['fake'],fake,fake
5,B2002,2,1,2.5,['fake'],fake,fake
6,B2002,2,1,2.51,['fake'],fake,fake
7,B2002,2,1,2.52,['fake'],fake,fake
8,B2002,2,1,2.53,['fake'],fake,fake
9,B2002,2,1,2.54,['fake'],fake,fake
10,B2002,2,1,2.55,['fake'],fake,fake
11,B2002,2,1,2.56,['fake'],fake,fake
12,B2002,2,1,2.57,['fake'],fake,fake
13,B2002,2,1,2.58,['fake'],fake,fake
14,B2002,2,1,2.59,['fake'],fake,fake
15,B2002,2,1,3,['fake'],fake,fake
16,B2002,2,1,3.01,['fake'],fake,fake
17,B2002,2,1,3.02,['fake'],fake,fake
18,B2002,2,1,3.03,['fake'],fake,fake
19,B2002,2,1,3.04,['fake'],fake,fake
20,B2002,2,1,3.05,['fake'],fake,fake
21,B2002,2,1,3.06,['fake'],fake,fake
22,B2002,2,1,3.07,['fake'],fake,fake
23,B2002,2,1,3.08,['fake'],fake,fake
24,B2002,2,1,3.09,['fake'],fake,fake
25,B2002,2,1,3.1,['fake'],fake,fake
26,B2002,2,1,3.11,['fake'],fake,fake
27,B2002,2,1,3.12,['fake'],fake,fake
28,B2002,2,1,3.13,['fake'],fake,fake
29,B2002,2,1,3.14,['AU17'],['AU17'],fake
30,B2002,2,1,3.15,['fake'],fake,fake
31,B2002,2,1,3.16,['fake'],fake,fake
32,B2002,2,1,3.17,['fake'],fake,fake
33,B2002,2,1,3.18,['fake'],fake,fake
34,B2002,2,1,3.19,['fake'],fake,fake
35,B2002,2,1,3.2,['fake'],fake,fake
36,B2002,2,1,3.21,['fake'],fake,fake
37,B2002,2,1,3.22,['AU12'],['AU12'],fake
38,B2002,2,1,3.23,"['AU1', 'AU2', 'AU15', 'AU17', 'AU24']","['AU1', 'AU2', 'AU15', 'AU17', 'AU24']",fake
39,B2002,2,1,3.24,"['AU1', 'AU2']","['AU1', 'AU2']",fake
40,B2002,2,1,3.25,['AU6'],['AU6'],fake
41,B2002,2,1,3.26,"['AU6', 'AU12', 'AU17']","['AU6', 'AU12', 'AU17']",fake
42,B2002,2,1,3.27,"['AU12', 'AU17', 'AU24']","['AU12', 'AU17', 'AU24']",fake
43,B2002,2,1,3.28,['fake'],fake,fake
44,B2002,2,1,3.29,['fake'],fake,fake
45,B2002,2,1,3.3,['fake'],fake,fake
46,B2002,2,1,3.31,['fake'],fake,fake
47,B2002,2,1,3.32,"['AU17', 'AU28']","['AU17', 'AU28']",fake
48,B2002,2,1,3.33,['fake'],fake,fake
49,B2002,2,1,3.34,['fake'],fake,fake
50,B2002,2,1,3.35,['fake'],fake,fake
51,B2002,2,1,3.36,['fake'],fake,fake
52,B2002,2,1,3.37,['fake'],fake,fake
53,B2002,2,1,3.38,['fake'],fake,fake
54,B2002,2,1,3.39,"['AU1', 'AU2']","['AU1', 'AU2']",fake
55,B2002,2,1,3.4,['fake'],fake,fake
56,B2002,2,1,3.41,['fake'],fake,fake
57,B2002,2,1,3.42,['fake'],fake,fake
58,B2002,2,1,3.43,['fake'],fake,fake
59,B2002,2,1,3.44,['fake'],fake,fake
60,B2002,2,1,3.45,['fake'],fake,fake
61,B2002,2,1,3.46,['fake'],fake,fake
62,B2002,2,1,3.47,['fake'],fake,fake
63,B2002,2,1,3.48,['fake'],fake,fake
64,B2002,2,1,3.49,['fake'],fake,fake
65,B2002,2,1,3.5,['fake'],fake,fake
66,B2002,2,1,3.51,['fake'],fake,fake
67,B2002,2,1,3.52,['fake'],fake,fake
68,B2002,2,1,3.53,['fake'],fake,fake
69,B2002,2,1,3.54,['fake'],fake,fake
70,B2002,2,1,3.55,"['AU17', 'AU24']","['AU17', 'AU24']",fake
71,B2002,2,1,3.56,['fake'],fake,fake
72,B2002,2,1,3.57,['fake'],fake,fake
73,B2002,2,1,3.58,['fake'],fake,fake
74,B2002,2,1,3.59,['fake'],fake,fake
75,B2002,2,1,4,['fake'],fake,fake
76,B2002,2,1,4.01,['fake'],fake,fake
77,B2002,2,1,4.02,['fake'],fake,fake
78,B2002,2,1,4.03,['fake'],fake,fake
79,B2002,2,1,4.04,['fake'],fake,fake
80,B2002,2,1,4.05,['AU23'],['AU23'],fake
81,B2002,2,1,4.06,['fake'],fake,fake
82,B2002,2,1,4.07,['fake'],fake,fake
83,B2002,2,1,4.08,['fake'],fake,fake
84,B2002,2,1,4.09,['fake'],fake,fake
85,B2002,2,1,4.1,['AU7_U'],['AU7'],fake
86,B2002,2,1,4.11,['fake'],fake,fake
87,B2002,2,1,4.12,['fake'],fake,fake
88,B2002,2,1,4.13,['fake'],fake,fake
89,B2002,2,1,4.14,['fake'],fake,fake
90,B2002,2,1,4.15,['fake'],fake,fake
91,B2002,2,1,4.16,['fake'],fake,fake
92,B2002,2,1,4.17,['fake'],fake,fake
93,B2002,2,1,4.18,['fake'],fake,fake
94,B2002,2,1,4.19,['fake'],fake,fake
95,B2002,2,1,4.2,['fake'],fake,fake
96,B2002,2,1,4.21,"['AU1', 'AU2']","['AU1', 'AU2']",fake
97,B2002,2,1,4.22,['fake'],fake,fake
98,B2002,2,1,4.23,['fake'],fake,fake
99,B2002,2,1,4.24,['fake'],fake,fake
100,B2002,2,1,4.25,"['AU1', 'AU2']","['AU1', 'AU2']",fake
101,B2002,2,1,4.26,['fake'],fake,fake
102,B2002,2,1,4.27,['fake'],fake,fake
103,B2002,2,1,4.28,['fake'],fake,fake
104,B2002,2,1,4.29,['fake'],fake,fake
105,B2002,2,1,4.3,['fake'],fake,fake
106,B2002,2,1,4.31,"['AU12', 'AU17']","['AU12', 'AU17']",fake
107,B2002,2,1,4.32,"['AU12', 'AU17', 'AU24']","['AU12', 'AU17', 'AU24']",fake
108,B2002,2,1,4.33,['fake'],fake,fake
109,B2002,2,1,4.34,['fake'],fake,fake
110,B2002,2,1,4.35,['AU12'],['AU12'],fake
111,B2002,2,1,4.36,"['AU6', 'AU12']","['AU6', 'AU12']",happy
112,B2002,2,1,4.37,['AU12'],['AU12'],fake
113,B2002,2,1,4.38,['fake'],fake,fake
114,B2002,2,1,4.39,['fake'],fake,fake
115,B2002,2,1,4.4,['fake'],fake,fake
116,B2002,2,1,4.41,['fake'],fake,fake
117,B2002,2,1,4.42,['fake'],fake,fake
118,B2002,2,1,4.43,['fake'],fake,fake
119,B2002,2,1,4.44,['fake'],fake,fake
120,B2002,2,1,4.45,['fake'],fake,fake
121,B2002,2,1,4.46,['fake'],fake,fake
122,B2002,2,1,4.47,['fake'],fake,fake
123,B2002,2,1,4.48,['fake'],fake,fake
124,B2002,2,1,4.49,['fake'],fake,fake
125,B2002,2,1,4.5,['fake'],fake,fake
126,B2002,2,1,4.51,['fake'],fake,fake
127,B2002,2,1,4.52,['fake'],fake,fake
128,B2002,2,1,4.53,['fake'],fake,fake
129,B2002,2,1,4.54,['fake'],fake,fake
130,B2002,2,1,4.55,['fake'],fake,fake
131,B2002,2,1,4.56,"['AU1', 'AU2']","['AU1', 'AU2']",fake
132,B2002,2,1,4.57,"['AU17', 'AU23']","['AU17', 'AU23']",fake
133,B2002,2,1,4.58,['fake'],fake,fake
134,B2002,2,1,4.59,['fake'],fake,fake
135,B2002,2,1,5,['fake'],fake,fake
136,B2002,2,1,5.01,['fake'],fake,fake
137,B2002,2,1,5.02,['fake'],fake,fake
138,B2002,2,1,5.03,['fake'],fake,fake
139,B2002,2,1,5.04,['fake'],fake,fake
140,B2002,2,1,5.05,"['AU1', 'AU2', 'AU17', 'AU24']","['AU1', 'AU2', 'AU17', 'AU24']",fake
141,B2002,2,1,5.06,['fake'],fake,fake
142,B2002,2,1,5.07,['fake'],fake,fake
143,B2002,2,1,5.08,['fake'],fake,fake
144,B2002,2,1,5.09,['fake'],fake,fake
145,B2002,2,1,5.1,"['AU12', 'AU25']","['AU12', 'AU25']",fake
146,B2002,2,1,5.11,"['AU6', 'AU12', 'AU25']","['AU6', 'AU12', 'AU25']",fake
147,B2002,2,1,5.12,['fake'],fake,fake
148,B2002,2,1,5.13,['fake'],fake,fake
149,B2002,2,1,5.14,['fake'],fake,fake
150,B2002,2,1,5.15,['fake'],fake,fake
151,B2002,2,1,5.16,"['AU17', 'AU24']","['AU17', 'AU24']",fake
152,B2002,2,1,5.17,['fake'],fake,fake
153,B2002,2,1,5.18,['fake'],fake,fake
154,B2002,2,1,5.19,['fake'],fake,fake
155,B2002,2,1,5.2,['fake'],fake,fake
156,B2002,2,1,5.21,"['AU12', 'AU25']","['AU12', 'AU25']",fake
157,B2002,2,1,5.22,['fake'],fake,fake
158,B2002,2,1,5.23,['AU17'],['AU17'],fake
159,B2002,2,1,5.24,['fake'],fake,fake
160,B2002,2,1,5.25,['fake'],fake,fake
161,B2002,2,1,5.26,"['AU1', 'AU2']","['AU1', 'AU2']",fake
162,B2002,2,1,5.27,"['AU12', 'AU17', 'AU25']","['AU12', 'AU17', 'AU25']",fake
163,B2002,2,1,5.28,['AU12'],['AU12'],fake
164,B2002,2,1,5.29,['AU12'],['AU12'],fake
165,B2002,2,1,5.3,['AU12'],['AU12'],fake
166,B2002,2,1,5.31,"['AU6', 'AU12', 'AU25']","['AU6', 'AU12', 'AU25']",fake
167,B2002,2,1,5.32,['fake'],fake,fake
168,B2002,2,1,5.33,['fake'],fake,fake
169,B2002,2,1,5.34,['fake'],fake,fake
170,B2002,2,1,5.35,['fake'],fake,fake
171,B2002,2,1,5.36,['fake'],fake,fake
172,B2002,2,1,5.37,['fake'],fake,fake
173,B2002,2,1,5.38,['fake'],fake,fake
174,B2002,2,1,5.39,"['AU12', 'AU25']","['AU12', 'AU25']",fake
175,B2002,2,1,5.4,['fake'],fake,fake
176,B2002,2,1,5.41,"['AU4', 'AU17', 'AU24']","['AU4', 'AU17', 'AU24']",fake
177,B2002,2,1,5.42,['fake'],fake,fake
178,B2002,2,1,5.43,['fake'],fake,fake
179,B2002,2,1,5.44,['fake'],fake,fake
180,B2002,2,1,5.45,"['AU12', 'AU17']","['AU12', 'AU17']",fake
181,B2002,2,1,5.46,['fake'],fake,fake
182,B2002,2,1,5.47,"['AU17', 'AU28']","['AU17', 'AU28']",fake
183,B2002,2,1,5.48,"['AU1', 'AU2', 'AU14_U', 'AU17']","['AU1', 'AU2', 'AU14', 'AU17']",fake
184,B2002,2,1,5.49,['fake'],fake,fake
185,B2002,2,1,5.5,['fake'],fake,fake
186,B2002,2,1,5.51,['fake'],fake,fake
187,B2002,2,1,5.52,"['AU17', 'AU24']","['AU17', 'AU24']",fake
188,B2002,2,1,5.53,['fake'],fake,fake
189,B2002,2,1,5.54,"['AU17', 'AU24']","['AU17', 'AU24']",fake
190,B2002,2,1,5.55,['fake'],fake,fake
191,B2002,2,1,5.56,['fake'],fake,fake
192,B2002,2,1,5.57,['fake'],fake,fake
193,B2002,2,1,5.58,['fake'],fake,fake
194,B2002,2,1,5.59,['fake'],fake,fake
195,B2002,2,1,6,['fake'],fake,fake
196,B2002,2,2,7.52,['fake'],fake,fake
197,B2002,2,2,7.53,['fake'],fake,fake
198,B2002,2,2,7.54,['fake'],fake,fake
199,B2002,2,2,7.55,['fake'],fake,fake
200,B2002,2,2,7.56,['fake'],fake,fake
201,B2002,2,2,7.57,['fake'],fake,fake
202,B2002,2,2,7.58,['fake'],fake,fake
203,B2002,2,2,7.59,"['AU14', 'AU17']","['AU14', 'AU17']",fake
204,B2002,2,2,8,['fake'],fake,fake
205,B2002,2,2,8.01,['fake'],fake,fake
206,B2002,2,2,8.02,['fake'],fake,fake
207,B2002,2,2,8.03,['fake'],fake,fake
208,B2002,2,2,8.04,['fake'],fake,fake
209,B2002,2,2,8.05,['fake'],fake,fake
210,B2002,2,2,8.06,['fake'],fake,fake
211,B2002,2,2,8.07,['fake'],fake,fake
212,B2002,2,2,8.08,['fake'],fake,fake
213,B2002,2,2,8.09,['AU17'],['AU17'],fake
214,B2002,2,2,8.1,['fake'],fake,fake
215,B2002,2,2,8.11,['fake'],fake,fake
216,B2002,2,2,8.12,['fake'],fake,fake
217,B2002,2,2,8.13,['fake'],fake,fake
218,B2002,2,2,8.14,['fake'],fake,fake
219,B2002,2,2,8.15,['fake'],fake,fake
220,B2002,2,2,8.16,['fake'],fake,fake
221,B2002,2,2,8.17,['fake'],fake,fake
222,B2002,2,2,8.18,['fake'],fake,fake
223,B2002,2,2,8.19,['fake'],fake,fake
224,B2002,2,2,8.2,['fake'],fake,fake
225,B2002,2,2,8.21,['fake'],fake,fake
226,B2002,2,2,8.22,['fake'],fake,fake
227,B2002,2,2,8.23,['AU17'],['AU17'],fake
228,B2002,2,2,8.24,['fake'],fake,fake
229,B2002,2,2,8.25,['fake'],fake,fake
230,B2002,2,2,8.26,['fake'],fake,fake
231,B2002,2,2,8.27,['fake'],fake,fake
232,B2002,2,2,8.28,['fake'],fake,fake
233,B2002,2,2,8.29,['fake'],fake,fake
234,B2002,2,2,8.3,['fake'],fake,fake
235,B2002,2,2,8.31,['fake'],fake,fake
236,B2002,2,2,8.32,['fake'],fake,fake
237,B2002,2,2,8.33,['fake'],fake,fake
238,B2002,2,2,8.34,['fake'],fake,fake
239,B2002,2,2,8.35,['fake'],fake,fake
240,B2002,2,2,8.36,['fake'],fake,fake
241,B2002,2,2,8.37,['fake'],fake,fake
242,B2002,2,2,8.38,['fake'],fake,fake
243,B2002,2,2,8.39,['fake'],fake,fake
244,B2002,2,2,8.4,['fake'],fake,fake
245,B2002,2,2,8.41,['fake'],fake,fake
246,B2002,2,2,8.42,['fake'],fake,fake
247,B2002,2,2,8.43,['fake'],fake,fake
248,B2002,2,2,8.44,['fake'],fake,fake
249,B2002,2,2,8.45,['fake'],fake,fake
250,B2002,2,2,8.46,['fake'],fake,fake
251,B2002,2,2,8.47,['fake'],fake,fake
252,B2002,2,2,8.48,['fake'],fake,fake
253,B2002,2,2,8.49,['fake'],fake,fake
254,B2002,2,2,8.5,['fake'],fake,fake
255,B2002,2,2,8.51,['fake'],fake,fake
256,B2002,2,2,8.52,['fake'],fake,fake
257,B2002,2,2,8.53,"['AU17', 'AU28']","['AU17', 'AU28']",fake
258,B2002,2,2,8.54,"['AU1', 'AU2']","['AU1', 'AU2']",fake
259,B2002,2,2,8.55,['fake'],fake,fake
260,B2002,2,2,8.56,['fake'],fake,fake
261,B2002,2,2,8.57,['fake'],fake,fake
262,B2002,2,2,8.58,['fake'],fake,fake
263,B2002,2,2,8.59,['fake'],fake,fake
264,B2002,2,2,9,['fake'],fake,fake
265,B2002,2,2,9.01,['fake'],fake,fake
266,B2002,2,2,9.02,['fake'],fake,fake
267,B2002,2,2,9.03,['fake'],fake,fake
268,B2002,2,2,9.04,['fake'],fake,fake
269,B2002,2,2,9.05,['fake'],fake,fake
270,B2002,2,2,9.06,['fake'],fake,fake
271,B2002,2,2,9.07,['fake'],fake,fake
272,B2002,2,2,9.08,['fake'],fake,fake
273,B2002,2,2,9.09,['fake'],fake,fake
274,B2002,2,2,9.1,['fake'],fake,fake
275,B2002,2,2,9.11,['AU24'],['AU24'],fake
276,B2002,2,2,9.12,['fake'],fake,fake
277,B2002,2,2,9.13,['fake'],fake,fake
278,B2002,2,2,9.14,['fake'],fake,fake
279,B2002,2,2,9.15,['fake'],fake,fake
280,B2002,2,2,9.16,['fake'],fake,fake
281,B2002,2,2,9.17,['fake'],fake,fake
282,B2002,2,2,9.18,['fake'],fake,fake
283,B2002,2,2,9.19,['fake'],fake,fake
284,B2002,2,2,9.2,['fake'],fake,fake
285,B2002,2,2,9.21,['AU17'],['AU17'],fake
286,B2002,2,2,9.22,['fake'],fake,fake
287,B2002,2,2,9.23,['fake'],fake,fake
288,B2002,2,2,9.24,['fake'],fake,fake
289,B2002,2,2,9.25,"['AU1', 'AU2']","['AU1', 'AU2']",fake
290,B2002,2,2,9.26,['fake'],fake,fake
291,B2002,2,2,9.27,['fake'],fake,fake
292,B2002,2,2,9.28,['fake'],fake,fake
293,B2002,2,2,9.29,['fake'],fake,fake
294,B2002,2,2,9.3,['AU7'],['AU7'],fake
295,B2002,2,2,9.31,['fake'],fake,fake
296,B2002,2,2,9.32,"['AU1', 'AU2']","['AU1', 'AU2']",fake
297,B2002,2,2,9.33,['fake'],fake,fake
298,B2002,2,2,9.34,['fake'],fake,fake
299,B2002,2,2,9.35,['fake'],fake,fake
300,B2002,2,2,9.36,['fake'],fake,fake
301,B2002,2,2,9.37,['fake'],fake,fake
302,B2002,2,2,9.38,['fake'],fake,fake
303,B2002,2,2,9.39,['fake'],fake,fake
304,B2002,2,2,9.4,['fake'],fake,fake
305,B2002,2,2,9.41,['fake'],fake,fake
306,B2002,2,2,9.42,['fake'],fake,fake
307,B2002,2,2,9.43,['fake'],fake,fake
308,B2002,2,2,9.44,['fake'],fake,fake
309,B2002,2,2,9.45,['fake'],fake,fake
310,B2002,2,2,9.46,['fake'],fake,fake
311,B2002,2,2,9.47,['fake'],fake,fake
312,B2002,2,2,9.48,['fake'],fake,fake
313,B2002,2,2,9.49,['fake'],fake,fake
314,B2002,2,2,9.5,['fake'],fake,fake
315,B2002,2,2,9.51,['fake'],fake,fake
316,B2002,2,2,9.52,['fake'],fake,fake
317,B2002,2,2,9.53,['fake'],fake,fake
318,B2002,2,2,9.54,['fake'],fake,fake
319,B2002,2,2,9.55,['fake'],fake,fake
320,B2002,2,2,9.56,['fake'],fake,fake
321,B2002,2,2,9.57,['fake'],fake,fake
322,B2002,2,2,9.58,['fake'],fake,fake
323,B2002,2,2,9.59,['fake'],fake,fake
324,B2002,2,2,10,['fake'],fake,fake
325,B2002,2,2,10.01,['fake'],fake,fake
326,B2002,2,2,10.02,['fake'],fake,fake
327,B2002,2,2,10.03,['fake'],fake,fake
328,B2002,2,2,10.04,['fake'],fake,fake
329,B2002,2,2,10.05,['fake'],fake,fake
330,B2002,2,2,10.06,['fake'],fake,fake
331,B2002,2,2,10.07,['fake'],fake,fake
332,B2002,2,2,10.08,"['AU1', 'AU2', 'AU24']","['AU1', 'AU2', 'AU24']",fake
333,B2002,2,2,10.09,['fake'],fake,fake
334,B2002,2,2,10.1,"['AU12', 'AU25']","['AU12', 'AU25']",fake
335,B2002,2,2,10.11,['AU12'],['AU12'],fake
336,B2002,2,2,10.12,"['AU7', 'AU12']","['AU7', 'AU12']",fake
337,B2002,2,2,10.13,['AU12'],['AU12'],fake
338,B2002,2,2,10.14,['fake'],fake,fake
339,B2002,2,2,10.15,"['AU1', 'AU2']","['AU1', 'AU2']",fake
340,B2002,2,2,10.16,['fake'],fake,fake
341,B2002,2,2,10.17,['fake'],fake,fake
342,B2002,2,2,10.18,['fake'],fake,fake
343,B2002,2,2,10.19,['fake'],fake,fake
344,B2002,2,2,10.2,"['AU12', 'AU25']","['AU12', 'AU25']",fake
345,B2002,2,2,10.21,['fake'],fake,fake
346,B2002,2,2,10.22,['fake'],fake,fake
347,B2002,2,2,10.23,['fake'],fake,fake
348,B2002,2,2,10.24,"['AU12', 'AU25']","['AU12', 'AU25']",fake
349,B2002,2,2,10.25,['fake'],fake,fake
350,B2002,2,2,10.26,['fake'],fake,fake
351,B2002,2,2,10.27,['fake'],fake,fake
352,B2002,2,2,10.28,['fake'],fake,fake
353,B2002,2,2,10.29,['fake'],fake,fake
354,B2002,2,2,10.3,['fake'],fake,fake
355,B2002,2,2,10.31,"['AU12', 'AU25']","['AU12', 'AU25']",fake
356,B2002,2,2,10.32,['AU6'],['AU6'],fake
357,B2002,2,2,10.33,['fake'],fake,fake
358,B2002,2,2,10.34,['fake'],fake,fake
359,B2002,2,2,10.35,['AU17'],['AU17'],fake
360,B2002,2,2,10.36,['fake'],fake,fake
361,B2002,2,2,10.37,['fake'],fake,fake
362,B2002,2,2,10.38,['fake'],fake,fake
363,B2002,2,2,10.39,['fake'],fake,fake
364,B2002,2,2,10.4,['AU14'],['AU14'],fake
365,B2002,2,2,10.41,['fake'],fake,fake
366,B2002,2,2,10.42,['fake'],fake,fake
367,B2002,2,2,10.43,['fake'],fake,fake
368,B2002,2,2,10.44,['fake'],fake,fake
369,B2002,2,2,10.45,['fake'],fake,fake
370,B2002,2,2,10.46,['fake'],fake,fake
371,B2002,2,2,10.47,['fake'],fake,fake
372,B2002,2,2,10.48,['fake'],fake,fake
373,B2002,2,2,10.49,['fake'],fake,fake
374,B2002,2,2,10.5,['fake'],fake,fake
375,B2002,2,2,10.51,"['AU14', 'AU17']","['AU14', 'AU17']",fake
376,B2002,2,2,10.52,['fake'],fake,fake
377,B2002,2,2,10.53,['fake'],fake,fake
378,B2002,2,2,10.54,['fake'],fake,fake
379,B2002,2,2,10.55,['fake'],fake,fake
380,B2002,2,2,10.56,['fake'],fake,fake
381,B2002,2,2,10.57,"['AU17', 'AU28']","['AU17', 'AU28']",fake
382,B2002,2,2,10.58,['fake'],fake,fake
383,B2002,2,2,10.59,['fake'],fake,fake
384,B2002,2,2,11,['fake'],fake,fake
385,B2002,2,2,11.01,['fake'],fake,fake
386,B2002,2,2,11.02,['fake'],fake,fake
387,B2002,2,2,11.03,['fake'],fake,fake
388,B2002,2,2,11.04,['fake'],fake,fake
389,B2002,2,2,11.05,['fake'],fake,fake
390,B2002,2,2,11.06,['fake'],fake,fake
391,B2002,2,2,11.07,['fake'],fake,fake
392,B2002,2,2,11.08,['fake'],fake,fake
393,B2002,2,2,11.09,"['AU6', 'AU12', 'AU17', 'AU25']","['AU6', 'AU12', 'AU17', 'AU25']",fake
394,B2002,2,2,11.1,['AU12'],['AU12'],fake
395,B2002,2,2,11.11,['AU12'],['AU12'],fake
396,B2002,2,2,11.12,['fake'],fake,fake
397,B2002,2,2,11.13,"['AU17', 'AU24']","['AU17', 'AU24']",fake
398,B2002,2,2,11.14,['fake'],fake,fake
399,B2002,2,2,11.15,"['AU6', 'AU12', 'AU17']","['AU6', 'AU12', 'AU17']",fake
400,B2002,2,2,11.16,['AU12'],['AU12'],fake
401,B2002,2,2,11.17,['fake'],fake,fake
402,B2002,2,2,11.18,['fake'],fake,fake
403,B2002,2,2,11.19,['AU17'],['AU17'],fake
404,B2002,2,2,11.2,['fake'],fake,fake
405,B2002,2,2,11.21,['fake'],fake,fake
406,B2002,2,2,11.22,['fake'],fake,fake
407,B2002,2,2,11.23,['fake'],fake,fake
408,B2002,2,2,11.24,['fake'],fake,fake
409,B2002,2,2,11.25,['fake'],fake,fake
410,B2002,2,2,11.26,['fake'],fake,fake
411,B2002,2,2,11.27,['fake'],fake,fake
412,B2002,2,2,11.28,['fake'],fake,fake
413,B2002,2,2,11.29,['fake'],fake,fake
414,B2002,2,2,11.3,"['AU1', 'AU2']","['AU1', 'AU2']",fake
415,B2002,2,2,11.31,['fake'],fake,fake
416,B2002,2,2,11.32,"['AU17', 'AU28']","['AU17', 'AU28']",fake
417,B2002,2,2,11.33,['fake'],fake,fake
418,B2002,2,2,11.34,['fake'],fake,fake
419,B2002,2,2,11.35,['fake'],fake,fake
420,B2002,2,2,11.36,['fake'],fake,fake
421,B2002,2,2,11.37,['fake'],fake,fake
422,B2002,2,2,11.38,['fake'],fake,fake
423,B2002,2,2,11.39,['fake'],fake,fake
424,B2002,2,3,13.09,['fake'],fake,fake
425,B2002,2,3,13.1,['fake'],fake,fake
426,B2002,2,3,13.11,['fake'],fake,fake
427,B2002,2,3,13.12,['fake'],fake,fake
428,B2002,2,3,13.13,['AU14'],['AU14'],fake
429,B2002,2,3,13.14,['fake'],fake,fake
430,B2002,2,3,13.15,['fake'],fake,fake
431,B2002,2,3,13.16,['fake'],fake,fake
432,B2002,2,3,13.17,['fake'],fake,fake
433,B2002,2,3,13.18,['fake'],fake,fake
434,B2002,2,3,13.19,['fake'],fake,fake
435,B2002,2,3,13.2,['fake'],fake,fake
436,B2002,2,3,13.21,['fake'],fake,fake
437,B2002,2,3,13.22,['fake'],fake,fake
438,B2002,2,3,13.23,['fake'],fake,fake
439,B2002,2,3,13.24,['fake'],fake,fake
440,B2002,2,3,13.25,['fake'],fake,fake
441,B2002,2,3,13.26,['fake'],fake,fake
442,B2002,2,3,13.27,['fake'],fake,fake
443,B2002,2,3,13.28,['fake'],fake,fake
444,B2002,2,3,13.29,['fake'],fake,fake
445,B2002,2,3,13.3,['fake'],fake,fake
446,B2002,2,3,13.31,"['AU1', 'AU2']","['AU1', 'AU2']",fake
447,B2002,2,3,13.32,['fake'],fake,fake
448,B2002,2,3,13.33,['fake'],fake,fake
449,B2002,2,3,13.34,['fake'],fake,fake
450,B2002,2,3,13.35,['fake'],fake,fake
451,B2002,2,3,13.36,['fake'],fake,fake
452,B2002,2,3,13.37,['fake'],fake,fake
453,B2002,2,3,13.38,['fake'],fake,fake
454,B2002,2,3,13.39,['fake'],fake,fake
455,B2002,2,3,13.4,['fake'],fake,fake
456,B2002,2,3,13.41,['fake'],fake,fake
457,B2002,2,3,13.42,['fake'],fake,fake
458,B2002,2,3,13.43,"['AU1', 'AU2']","['AU1', 'AU2']",fake
459,B2002,2,3,13.44,['fake'],fake,fake
460,B2002,2,3,13.45,['fake'],fake,fake
461,B2002,2,3,13.46,"['AU15', 'AU17']","['AU15', 'AU17']",fake
462,B2002,2,3,13.47,['fake'],fake,fake
463,B2002,2,3,13.48,['AU17'],['AU17'],fake
464,B2002,2,3,13.49,['fake'],fake,fake
465,B2002,2,3,13.5,['AU24'],['AU24'],fake
466,B2002,2,3,13.51,['fake'],fake,fake
467,B2002,2,3,13.52,['fake'],fake,fake
468,B2002,2,3,13.53,['fake'],fake,fake
469,B2002,2,3,13.54,['fake'],fake,fake
470,B2002,2,3,13.55,['fake'],fake,fake
471,B2002,2,3,13.56,['fake'],fake,fake
472,B2002,2,3,13.57,['fake'],fake,fake
473,B2002,2,3,13.58,['fake'],fake,fake
474,B2002,2,3,13.59,['fake'],fake,fake
475,B2002,2,3,14,['fake'],fake,fake
476,B2002,2,3,14.01,['fake'],fake,fake
477,B2002,2,3,14.02,['fake'],fake,fake
478,B2002,2,3,14.03,['fake'],fake,fake
479,B2002,2,3,14.04,['fake'],fake,fake
480,B2002,2,3,14.05,['fake'],fake,fake
481,B2002,2,3,14.06,['fake'],fake,fake
482,B2002,2,3,14.07,['fake'],fake,fake
483,B2002,2,3,14.08,['fake'],fake,fake
484,B2002,2,3,14.09,['fake'],fake,fake
485,B2002,2,3,14.1,['fake'],fake,fake
486,B2002,2,3,14.11,['fake'],fake,fake
487,B2002,2,3,14.12,['fake'],fake,fake
488,B2002,2,3,14.13,['fake'],fake,fake
489,B2002,2,3,14.14,['AU14'],['AU14'],fake
490,B2002,2,3,14.15,"['AU1', 'AU2']","['AU1', 'AU2']",fake
491,B2002,2,3,14.16,"['AU14', 'AU17']","['AU14', 'AU17']",fake
492,B2002,2,3,14.17,['fake'],fake,fake
493,B2002,2,3,14.18,['fake'],fake,fake
494,B2002,2,3,14.19,"['AU12', 'AU17']","['AU12', 'AU17']",fake
495,B2002,2,3,14.2,['fake'],fake,fake
496,B2002,2,3,14.21,"['AU1', 'AU2']","['AU1', 'AU2']",fake
497,B2002,2,3,14.22,['fake'],fake,fake
498,B2002,2,3,14.23,['fake'],fake,fake
499,B2002,2,3,14.24,"['AU12', 'AU25']","['AU12', 'AU25']",fake
500,B2002,2,3,14.25,"['AU1', 'AU2']","['AU1', 'AU2']",fake
501,B2002,2,3,14.26,"['AU6', 'AU12', 'AU17']","['AU6', 'AU12', 'AU17']",fake
502,B2002,2,3,14.27,['fake'],fake,fake
503,B2002,2,3,14.28,['fake'],fake,fake
504,B2002,2,3,14.29,['fake'],fake,fake
